initstates.csv
181440 puzzles
puzzle,d,count
865274031,28,19
865274301,27,9
865274310,28,12
865301274,22,3
865301427,22,1
865301742,20,3
865302147,24,3
865302471,26,10
865302714,22,5
865304172,22,6
865304217,24,10
865304721,24,5
865307124,26,12
865307241,26,6
865307412,24,1
865310274,23,5
865310427,23,1
865310742,19,3
865312074,22,3
865312704,21,3
865312740,20,3
865314027,26,17
865314207,25,15
865314270,24,5
865317042,26,3
865317402,25,2
865317420,24,1
865320147,25,10
865320471,25,4
865320714,23,6
865321047,24,1
865321407,23,1
865321470,24,1
865324071,26,11
865324701,25,11
865324710,24,6
865327014,28,26
865327104,27,22
865327140,26,10
865340172,23,12
865340217,23,2
865340721,23,5
865341072,22,3
865341702,21,3
865341720,22,3
865342017,26,17
865342107,25,15
865342170,24,12
865347021,26,2
865347201,25,2
865347210,24,2
865370124,25,6
865370241,25,3
865370412,25,3
865371024,24,3
865371204,23,3
865371240,24,3
865372041,28,17
865372401,27,13
865372410,26,3
865374012,24,6
865374102,23,6
865374120,24,6
865401237,22,1
865401372,24,8
865401723,22,2
865402173,22,2
865402317,24,1
865402731,22,1
865403127,26,18
865403271,24,7
865403712,24,2
865407132,26,3
865407213,26,7
865407321,28,25
865410237,23,2
865410372,23,4
865410723,23,6
865412037,22,1
865412307,23,1
865412370,24,5
865413072,24,1
865413702,25,9
865413720,24,6
865417023,26,3
865417203,25,2
865417230,24,2
865420173,23,4
865420317,25,3
865420731,21,1
865421073,24,4
865421703,23,3
865421730,22,1
865423017,24,1
865423107,25,5
865423170,24,4
865427031,28,5
865427301,27,3
865427310,26,3
865430127,25,4
865430271,23,4
865430712,25,6
865431027,22,1
865431207,23,2
865431270,24,6
865432071,24,1
865432701,23,1
865432710,24,1
865437012,24,1
865437102,25,1
865437120,26,5
865470132,25,2
865470213,27,16
865470321,27,13
865471032,24,5
865471302,25,13
865471320,26,13
865472013,24,2
865472103,23,2
865472130,24,2
865473021,26,11
865473201,25,7
865473210,26,7
865701243,24,5
865701324,24,4
865701432,22,5
865702134,24,1
865702341,26,4
865702413,24,5
865703142,24,1
865703214,22,4
865703421,24,4
865704123,28,24
865704231,26,9
865704312,26,9
865710243,23,1
865710324,25,8
865710432,21,2
865712043,22,2
865712403,23,4
865712430,22,2
865713024,24,9
865713204,23,4
865713240,24,5
865714032,26,8
865714302,27,25
865714320,26,8
865720134,25,3
865720341,25,3
865720413,25,8
865721034,22,2
865721304,23,2
865721340,24,2
865723041,22,2
865723401,23,2
865723410,24,2
865724013,26,9
865724103,27,12
865724130,26,3
865730142,25,4
865730214,23,6
865730421,23,2
865731042,22,4
865731402,23,9
865731420,24,11
865732014,22,1
865732104,23,1
865732140,24,1
865734021,26,12
865734201,25,6
865734210,24,6
865740123,27,4
865740231,25,3
865740312,27,13
865741023,24,2
865741203,25,7
865741230,26,10
865742031,24,1
865742301,25,1
865742310,26,1
865743012,24,1
865743102,25,2
865743120,26,2
867012345,25,1
867012453,23,3
867012534,21,2
867013254,21,1
867013425,25,6
867013542,23,3
867014235,23,1
867014352,25,2
867014523,25,6
867015243,27,11
867015324,29,14
867015432,25,2
867021354,25,1
867021435,25,2
867021543,23,8
867023145,23,1
867023451,25,7
867023514,21,2
867024153,23,1
867024315,25,5
867024531,25,4
867025134,27,6
867025341,29,8
867025413,27,6
867031245,23,2
867031452,25,3
867031524,21,1
867032154,23,5
867032415,23,2
867032541,25,4
867034125,25,6
867034251,25,5
867034512,23,1
867035142,27,5
867035214,25,2
867035421,27,8
867041253,23,2
867041325,27,8
867041532,25,9
867042135,27,13
867042351,29,22
867042513,25,6
867043152,27,17
867043215,21,4
867043521,27,18
867045123,29,8
867045231,27,15
867045312,29,9
867051234,25,1
867051342,25,4
867051423,25,2
867052143,23,1
867052314,25,2
867052431,27,11
867053124,25,8
867053241,25,13
867053412,25,2
867054132,27,5
867054213,25,1
867054321,29,43
867102345,26,1
867102453,22,1
867102534,22,2
867103254,22,4
867103425,26,12
867103542,24,6
867104235,24,1
867104352,26,7
867104523,26,10
867105243,26,5
867105324,30,44
867105432,26,5
867120345,27,2
867120453,23,1
867120534,23,2
867123045,24,1
867123405,25,2
867123450,24,1
867124053,24,1
867124503,25,3
867124530,24,2
867125034,28,6
867125304,29,8
867125340,28,2
867130254,23,6
867130425,25,1
867130542,25,9
867132054,24,7
867132504,23,2
867132540,24,2
867134025,26,13
867134205,25,7
867134250,24,6
867135042,28,11
867135402,27,6
867135420,26,1
867140235,25,2
867140352,27,9
867140523,25,1
867142035,28,14
867142305,27,1
867142350,28,10
867143052,26,6
867143502,25,6
867143520,26,7
867145023,28,7
867145203,27,7
867145230,26,2
867150243,25,4
867150324,29,14
867150432,25,2
867152043,24,2
867152403,23,1
867152430,24,1
867153024,24,4
867153204,23,4
867153240,24,4
867154032,28,12
867154302,27,7
867154320,28,7
867201354,26,10
867201435,26,6
867201543,22,2
867203145,24,12
867203451,24,7
867203514,20,2
867204153,22,1
867204315,26,13
867204531,24,4
867205134,26,5
867205341,30,82
867205413,26,2
867210354,25,4
867210435,27,6
867210543,23,4
867213054,22,3
867213504,21,2
867213540,22,2
867214035,24,1
867214305,25,1
867214350,26,5
867215043,28,13
867215403,27,2
867215430,28,8
867230145,23,2
867230451,25,10
867230514,21,4
867231045,24,2
867231405,25,2
867231450,26,12
867234051,24,4
867234501,23,4
867234510,22,4
867235014,26,4
867235104,25,2
867235140,24,2
867240153,21,1
867240315,27,16
867240531,25,6
867241053,24,4
867241503,23,2
867241530,24,2
867243015,22,4
867243105,23,5
867243150,22,1
867245031,28,15
867245301,29,31
867245310,28,16
867250134,25,3
867250341,29,28
867250413,27,10
867251034,26,1
867251304,27,11
867251340,28,11
867253041,26,20
867253401,25,7
867253410,26,7
867254013,24,1
867254103,23,1
867254130,24,1
867301245,24,2
867301452,24,1
867301524,22,1
867302154,24,6
867302415,24,2
867302541,26,5
867304125,26,12
867304251,26,13
867304512,24,3
867305142,26,2
867305214,26,5
867305421,28,18
867310245,25,2
867310452,25,2
867310524,23,2
867312045,26,3
867312405,25,2
867312450,26,4
867314052,26,7
867314502,25,5
867314520,24,2
867315024,28,7
867315204,27,7
867315240,26,2
867320154,25,13
867320415,25,3
867320541,25,1
867321054,24,1
867321504,23,1
867321540,24,1
867324015,26,5
867324105,27,30
867324150,26,13
867325041,28,3
867325401,27,3
867325410,26,3
867340125,27,20
867340251,27,23
867340512,25,5
867341025,26,2
867341205,25,2
867341250,26,2
867342051,28,10
867342501,27,10
867342510,26,5
867345012,28,2
867345102,27,2
867345120,28,22
867350142,25,2
867350214,27,12
867350421,27,3
867351042,26,5
867351402,25,1
867351420,26,1
867352014,26,8
867352104,25,6
867352140,26,8
867354021,28,13
867354201,27,13
867354210,28,25
867401253,22,1
867401325,28,23
867401532,24,2
867402135,26,4
867402351,28,10
867402513,24,3
867403152,26,1
867403215,22,4
867403521,28,51
867405123,30,38
867405231,26,8
867405312,28,4
867410253,23,2
867410325,27,6
867410532,25,4
867412053,24,3
867412503,25,6
867412530,26,10
867413025,24,4
867413205,23,4
867413250,24,6
867415032,26,2
867415302,27,2
867415320,28,8
867420135,27,7
867420351,29,25
867420513,25,7
867421035,26,2
867421305,27,2
867421350,28,2
867423051,26,7
867423501,27,14
867423510,26,7
867425013,28,6
867425103,29,13
867425130,28,7
867430152,25,1
867430215,23,5
867430521,27,10
867431052,26,5
867431502,25,2
867431520,26,2
867432015,24,2
867432105,25,2
867432150,26,3
867435021,26,5
867435201,25,5
867435210,24,5
867450123,29,12
867450231,25,2
867450312,29,8
867451023,24,1
867451203,23,1
867451230,24,1
867452031,28,11
867452301,29,21
867452310,30,29
867453012,26,2
867453102,27,3
867453120,28,3
867501234,24,1
867501342,24,4
867501423,24,1
867502143,22,1
867502314,24,2
867502431,26,6
867503124,24,4
867503241,24,6
867503412,26,6
867504132,26,3
867504213,26,2
867504321,28,20
867510234,25,2
867510342,23,4
867510423,25,3
867512034,22,2
867512304,23,2
867512340,24,6
867513042,24,3
867513402,25,3
867513420,26,6
867514023,26,6
867514203,27,10
867514230,26,2
867520143,23,1
867520314,25,2
867520431,25,3
867521043,24,8
867521403,25,9
867521430,26,12
867523014,22,2
867523104,23,2
867523140,24,3
867524031,26,4
867524301,27,6
867524310,26,2
867530124,25,7
867530241,23,5
867530412,25,1
867531024,22,1
867531204,23,1
867531240,24,6
867532041,26,4
867532401,27,11
867532410,26,1
867534012,24,1
867534102,25,1
867534120,26,8
867540132,25,1
867540213,25,1
867540321,27,10
867541032,26,13
867541302,25,4
867541320,26,4
867542013,24,1
867542103,23,1
867542130,24,1
867543021,26,6
867543201,25,6
867543210,26,7
870123456,26,8
870123564,22,1
870123645,22,4
870124365,22,4
870124536,22,1
870124653,18,1
870125346,26,5
870125463,22,1
870125634,26,7
870126354,24,1
870126435,24,1
870126543,20,1
870132465,18,1
870132546,18,1
870132654,14,1
870134256,26,3
870134562,24,1
870134625,22,8
870135264,24,2
870135426,24,1
870135642,22,1
870136245,28,10
870136452,26,2
870136524,22,1
870142356,26,3
870142563,20,1
870142635,18,2
870143265,18,2
870143526,22,1
870143652,18,1
870145236,24,1
870145362,26,2
870145623,26,5
870146253,26,4
870146325,26,1
870146532,22,1
870152364,24,1
870152436,22,2
870152643,16,1
870153246,22,7
870153462,22,1
870153624,20,1
870154263,24,2
870154326,24,4
870154632,20,1
870156234,28,2
870156342,26,1
870156423,26,1
870162345,28,9
870162453,20,1
870162534,22,2
870163254,20,2
870163425,24,1
870163542,22,1
870164235,26,4
870164352,24,4
870164523,26,4
870165243,26,3
870165324,28,6
870165432,24,1
870213465,20,5
870213546,20,4
870213654,16,2
870214356,26,3
870214563,24,4
870214635,20,1
870215364,26,5
870215436,24,2
870215643,22,2
870216345,28,1
870216453,24,1
870216534,24,3
870231456,22,2
870231564,20,3
870231645,18,1
870234165,20,1
870234516,24,3
870234651,22,2
870235146,22,2
870235461,26,9
870235614,22,1
870236154,18,1
870236415,24,2
870236541,24,3
870241365,22,3
870241536,24,7
870241653,20,2
870243156,20,1
870243561,22,6
870243615,14,1
870245163,24,5
870245316,26,11
870245631,22,2
870246135,22,1
870246351,26,1
870246513,26,3
870251346,24,3
870251463,24,9
870251634,22,3
870253164,20,2
870253416,18,3
870253641,18,3
870254136,22,1
870254361,24,1
870254613,24,3
870256143,20,1
870256314,28,6
870256431,26,8
870261354,24,5
870261435,24,2
870261543,20,2
870263145,24,8
870263451,22,7
870263514,18,2
870264153,22,2
870264315,24,1
870264531,24,4
870265134,26,5
870265341,28,8
870265413,26,2
870312456,24,1
870312564,22,4
870312645,20,1
870314265,22,6
870314526,24,5
870314652,20,2
870315246,26,11
870315462,24,4
870315624,24,1
870316254,24,5
870316425,28,12
870316542,24,3
870321465,20,1
870321546,22,1
870321654,18,1
870324156,24,2
870324561,26,7
870324615,18,1
870325164,24,1
870325416,22,1
870325641,26,9
870326145,26,1
870326451,26,1
870326514,22,1
870341256,24,2
870341562,24,4
870341625,22,7
870342165,20,1
870342516,24,1
870342651,24,2
870345126,26,10
870345261,24,2
870345612,24,1
870346152,22,1
870346215,24,4
870346521,26,3
870351264,24,2
870351426,24,2
870351642,20,1
870352146,24,3
870352461,24,3
870352614,26,4
870354162,24,4
870354216,20,2
870354621,22,3
870356124,24,1
870356241,26,1
870356412,26,2
870361245,26,3
870361452,22,1
870361524,24,3
870362154,22,1
870362415,26,5
870362541,28,30
870364125,24,1
870364251,24,7
870364512,22,2
870365142,26,1
870365214,24,2
870365421,26,4
870412365,24,8
870412536,24,6
870412653,20,4
870413256,24,4
870413562,26,20
870413625,18,1
870415263,22,1
870415326,26,2
870415632,22,1
870416235,26,1
870416352,26,1
870416523,26,3
870421356,24,1
870421563,22,5
870421635,20,1
870423165,20,1
870423516,26,12
870423651,24,5
870425136,24,1
870425361,28,13
870425613,26,3
870426153,22,1
870426315,28,13
870426531,26,2
870431265,18,1
870431526,24,5
870431652,22,5
870432156,22,1
870432561,26,16
870432615,18,2
870435162,26,3
870435216,22,1
870435621,26,8
870436125,26,2
870436251,24,1
870436512,26,1
870451236,22,1
870451362,24,2
870451623,24,8
870452163,22,2
870452316,22,4
870452631,22,6
870453126,22,4
870453261,20,1
870453612,24,3
870456132,24,1
870456213,26,1
870456321,28,3
870461253,20,1
870461325,26,4
870461532,22,2
870462135,24,2
870462351,26,10
870462513,22,3
870463152,26,12
870463215,22,1
870463521,26,9
870465123,28,1
870465231,24,1
870465312,26,2
870512346,26,6
870512463,22,2
870512634,24,7
870513264,20,1
870513426,22,1
870513642,22,3
870514236,24,2
870514362,24,1
870514623,24,3
870516243,22,1
870516324,26,1
870516432,24,4
870521364,22,1
870521436,22,2
870521643,20,3
870523146,22,2
870523461,24,2
870523614,24,5
870524163,22,1
870524316,26,4
870524631,26,5
870526134,26,5
870526341,28,11
870526413,24,2
870531246,20,3
870531462,22,2
870531624,20,2
870532164,18,1
870532416,22,4
870532641,24,7
870534126,26,10
870534261,26,7
870534612,24,3
870536142,26,3
870536214,22,1
870536421,26,3
870541263,22,3
870541326,24,4
870541632,22,3
870542136,22,1
870542361,26,2
870542613,26,15
870543162,22,1
870543216,24,6
870543621,24,3
870546123,30,25
870546231,24,1
870546312,26,1
870561234,24,3
870561342,24,7
870561423,22,1
870562143,20,1
870562314,26,11
870562431,24,3
870563124,22,2
870563241,22,1
870563412,26,5
870564132,24,1
870564213,26,1
870564321,26,4
870612354,22,3
870612435,22,4
870612543,18,2
870613245,20,1
870613452,22,3
870613524,20,1
870614253,20,3
870614325,24,5
870614532,22,3
870615234,24,1
870615342,26,5
870615423,24,2
870621345,22,1
870621453,18,2
870621534,20,2
870623154,18,1
870623415,22,4
870623541,20,1
870624135,22,1
870624351,24,4
870624513,22,2
870625143,24,1
870625314,26,1
870625431,24,2
870631254,16,2
870631425,20,1
870631542,18,1
870632145,22,5
870632451,22,3
870632514,18,2
870634152,22,1
870634215,20,2
870634521,24,3
870635124,26,5
870635241,22,2
870635412,24,1
870641235,20,2
870641352,20,2
870641523,20,1
870642153,22,3
870642315,22,3
870642531,22,5
870643125,18,1
870643251,20,3
870643512,22,2
870645132,26,5
870645213,26,4
870645321,26,4
870651243,18,2
870651324,22,2
870651432,20,2
870652134,26,8
870652341,26,15
870652413,22,3
870653142,22,2
870653214,22,3
870653421,22,2
870654123,26,3
870654231,22,3
870654312,26,6
871023456,21,2
871023564,19,3
871023645,17,1
871024365,21,6
871024536,23,5
871024653,19,2
871025346,23,4
871025463,23,6
871025634,21,2
871026354,25,14
871026435,25,7
871026543,21,4
871032465,19,3
871032546,19,1
871032654,15,1
871034256,23,5
871034562,23,5
871034625,19,2
871035264,21,1
871035426,21,1
871035642,21,2
871036245,25,2
871036452,23,1
871036524,23,3
871042356,23,2
871042563,21,9
871042635,19,2
871043265,17,2
871043526,21,3
871043652,19,2
871045236,21,1
871045362,23,3
871045623,21,2
871046253,21,1
871046325,27,18
871046532,23,4
871052364,19,1
871052436,21,2
871052643,17,1
871053246,19,3
871053462,21,2
871053624,17,2
871054263,21,1
871054326,23,5
871054632,21,3
871056234,23,3
871056342,23,4
871056423,23,2
871062345,21,2
871062453,17,2
871062534,19,2
871063254,15,2
871063425,19,2
871063542,17,1
871064235,19,2
871064352,19,2
871064523,21,2
871065243,19,2
871065324,23,2
871065432,21,2
871203456,20,2
871203564,18,3
871203645,16,1
871204365,20,3
871204536,22,4
871204653,18,1
871205346,22,3
871205463,22,4
871205634,20,2
871206354,24,9
871206435,24,6
871206543,20,3
871230456,21,2
871230564,19,3
871230645,17,1
871234056,22,3
871234506,21,3
871234560,20,3
871235064,20,1
871235604,19,1
871235640,18,1
871236045,24,2
871236405,23,2
871236450,22,2
871240365,21,3
871240536,23,7
871240653,19,2
871243065,18,3
871243605,17,1
871243650,18,1
871245036,22,1
871245306,23,7
871245360,22,3
871246053,22,4
871246503,21,3
871246530,22,3
871250346,23,3
871250463,23,9
871250634,21,3
871253046,20,3
871253406,21,5
871253460,22,5
871254063,20,1
871254603,19,1
871254630,20,1
871256034,24,3
871256304,25,15
871256340,24,3
871260354,23,5
871260435,23,2
871260543,19,2
871263054,16,2
871263504,17,2
871263540,18,2
871264035,20,2
871264305,21,5
871264350,22,5
871265043,20,2
871265403,21,2
871265430,22,2
871302465,18,1
871302546,20,1
871302654,16,1
871304256,22,2
871304562,22,3
871304625,20,5
871305264,22,1
871305426,22,2
871305642,20,1
871306245,26,9
871306452,22,1
871306524,24,10
871320465,19,1
871320546,21,1
871320654,17,1
871324065,20,1
871324605,19,1
871324650,18,1
871325046,22,1
871325406,21,1
871325460,20,1
871326054,24,1
871326504,23,1
871326540,22,1
871340256,23,2
871340562,23,4
871340625,21,5
871342056,22,1
871342506,21,1
871342560,22,1
871345062,22,1
871345602,21,1
871345620,22,6
871346025,26,2
871346205,25,2
871346250,24,2
871350264,23,1
871350426,23,2
871350642,19,1
871352064,18,1
871352604,17,1
871352640,18,1
871354026,24,7
871354206,23,2
871354260,24,3
871356042,24,5
871356402,23,1
871356420,24,3
871360245,25,1
871360452,21,1
871360524,23,2
871362045,20,1
871362405,19,1
871362450,20,1
871364052,20,2
871364502,21,2
871364520,22,2
871365024,24,3
871365204,23,1
871365240,24,1
871402356,22,1
871402563,20,5
871402635,18,1
871403265,16,1
871403526,22,5
871403652,20,4
871405236,20,1
871405362,22,2
871405623,22,4
871406253,20,1
871406325,26,14
871406532,22,3
871420356,23,1
871420563,21,5
871420635,19,1
871423056,22,2
871423506,23,12
871423560,22,5
871425063,22,1
871425603,21,1
871425630,20,1
871426035,26,8
871426305,25,1
871426350,24,1
871430265,17,1
871430526,23,5
871430652,21,5
871432065,20,4
871432605,19,1
871432650,20,1
871435026,20,1
871435206,19,1
871435260,18,1
871436052,24,4
871436502,23,3
871436520,24,8
871450236,21,1
871450362,23,2
871450623,23,8
871452036,22,2
871452306,23,3
871452360,24,5
871453062,22,6
871453602,21,4
871453620,22,4
871456023,22,1
871456203,21,1
871456230,22,2
871460253,19,1
871460325,25,4
871460532,21,2
871462053,18,2
871462503,19,2
871462530,20,2
871463025,18,1
871463205,17,1
871463250,18,1
871465032,22,2
871465302,23,4
871465320,24,4
871502364,20,1
871502436,20,2
871502643,18,3
871503246,18,3
871503462,20,2
871503624,18,2
871504263,22,4
871504326,22,4
871504632,22,10
871506234,22,3
871506342,22,4
871506423,22,1
871520364,21,1
871520436,21,2
871520643,19,3
871523064,20,5
871523604,19,2
871523640,20,5
871524036,24,10
871524306,23,5
871524360,22,1
871526043,22,4
871526403,23,7
871526430,22,2
871530246,19,3
871530462,21,2
871530624,19,2
871532046,20,1
871532406,21,3
871532460,22,5
871534062,22,2
871534602,21,2
871534620,20,2
871536024,22,3
871536204,21,3
871536240,20,3
871540263,21,3
871540326,23,4
871540632,21,3
871542063,20,3
871542603,19,3
871542630,20,3
871543026,20,3
871543206,19,3
871543260,20,3
871546032,24,8
871546302,23,4
871546320,24,8
871560234,23,3
871560342,23,7
871560423,21,1
871562034,20,2
871562304,21,3
871562340,22,3
871563042,18,1
871563402,19,1
871563420,20,1
871564023,22,2
871564203,23,6
871564230,24,9
871602345,20,1
871602453,16,2
871602534,18,2
871603254,14,2
871603425,18,1
871603542,16,1
871604235,18,2
871604352,18,2
871604523,20,2
871605243,18,2
871605324,22,2
871605432,20,2
871620345,21,1
871620453,17,2
871620534,19,2
871623045,18,1
871623405,19,4
871623450,18,2
871624053,20,2
871624503,21,6
871624530,20,2
871625034,22,2
871625304,23,5
871625340,22,1
871630254,15,2
871630425,19,1
871630542,17,1
871632054,16,1
871632504,17,1
871632540,18,2
871634025,18,2
871634205,17,2
871634250,16,2
871635042,22,5
871635402,21,3
871635420,20,1
871640235,19,2
871640352,19,2
871640523,19,1
871642035,20,2
871642305,21,5
871642350,20,2
871643052,18,1
871643502,17,1
871643520,18,1
871645023,20,2
871645203,19,2
871645230,20,4
871650243,17,2
871650324,21,2
871650432,19,2
871652043,18,3
871652403,17,2
871652430,18,2
871653024,16,2
871653204,15,2
871653240,16,2
871654032,20,2
871654302,19,2
871654320,20,2
872013465,17,3
872013546,17,2
872013654,13,2
872014356,25,6
872014563,21,4
872014635,17,3
872015364,23,1
872015436,21,4
872015643,17,3
872016345,25,1
872016453,21,5
872016534,21,3
872031456,25,5
872031564,23,4
872031645,21,1
872034165,17,1
872034516,21,1
872034651,21,2
872035146,21,1
872035461,21,2
872035614,25,8
872036154,21,1
872036415,25,2
872036541,25,5
872041365,23,7
872041536,23,3
872041653,19,2
872043156,19,1
872043561,25,27
872043615,17,3
872045163,19,2
872045316,21,4
872045631,21,4
872046135,25,3
872046351,25,7
872046513,21,3
872051346,27,26
872051463,21,2
872051634,25,11
872053164,15,1
872053416,21,6
872053641,21,4
872054136,21,1
872054361,25,5
872054613,25,12
872056143,21,1
872056314,25,9
872056431,25,16
872061354,23,7
872061435,23,4
872061543,19,3
872063145,19,1
872063451,21,3
872063514,17,2
872064153,23,5
872064315,21,4
872064531,21,2
872065134,25,5
872065341,25,11
872065413,21,3
872103465,16,1
872103546,16,1
872103654,12,1
872104356,24,3
872104563,20,2
872104635,16,2
872105364,24,2
872105436,20,2
872105643,16,2
872106345,26,1
872106453,20,2
872106534,20,2
872130465,17,1
872130546,17,1
872130654,13,1
872134065,16,1
872134605,15,1
872134650,14,1
872135046,20,1
872135406,19,1
872135460,18,1
872136054,20,1
872136504,19,1
872136540,18,1
872140356,25,3
872140563,19,1
872140635,17,2
872143056,18,1
872143506,17,1
872143560,18,1
872145063,18,2
872145603,17,2
872145630,18,4
872146035,26,3
872146305,27,7
872146350,26,3
872150364,25,4
872150436,21,2
872150643,15,1
872153064,14,1
872153604,13,1
872153640,14,1
872154036,22,1
872154306,23,1
872154360,24,1
872156043,22,3
872156403,21,2
872156430,22,4
872160345,27,3
872160453,19,1
872160534,21,2
872163045,18,1
872163405,17,1
872163450,18,1
872164053,22,2
872164503,21,2
872164530,22,4
872165034,26,7
872165304,25,2
872165340,26,2
872301456,26,10
872301564,24,8
872301645,22,3
872304165,18,1
872304516,22,1
872304651,22,2
872305146,22,3
872305461,22,3
872305614,24,2
872306154,22,2
872306415,26,8
872306541,26,8
872310456,25,1
872310564,23,4
872310645,21,1
872314056,24,1
872314506,23,1
872314560,24,5
872315064,24,2
872315604,23,1
872315640,22,1
872316045,26,1
872316405,27,10
872316450,26,1
872340165,19,1
872340516,23,1
872340651,23,2
872341065,24,10
872341605,23,3
872341650,24,5
872345016,22,5
872345106,21,1
872345160,20,1
872346051,26,8
872346501,25,1
872346510,24,1
872350146,23,3
872350461,23,3
872350614,25,4
872351046,26,3
872351406,25,3
872351460,24,3
872354061,24,2
872354601,23,2
872354610,24,2
872356014,24,2
872356104,23,2
872356140,24,5
872360154,21,1
872360415,25,3
872360541,27,23
872361054,24,7
872361504,25,15
872361540,26,15
872364015,20,1
872364105,19,1
872364150,20,1
872365041,24,3
872365401,23,3
872365410,24,3
872401365,22,3
872401536,22,3
872401653,18,2
872403156,20,1
872403561,24,13
872403615,16,2
872405163,20,2
872405316,20,4
872405631,20,4
872406135,24,3
872406351,24,7
872406513,20,3
872410365,23,7
872410536,23,6
872410653,19,4
872413065,18,5
872413605,17,2
872413650,18,2
872415036,22,8
872415306,21,4
872415360,22,4
872416053,22,8
872416503,21,3
872416530,22,3
872430156,21,1
872430561,25,16
872430615,17,2
872431056,24,3
872431506,23,3
872431560,24,3
872435061,20,2
872435601,19,2
872435610,18,2
872436015,24,1
872436105,23,1
872436150,22,1
872450163,21,2
872450316,21,4
872450631,21,6
872451063,20,2
872451603,19,2
872451630,20,2
872453016,22,7
872453106,21,1
872453160,22,3
872456031,24,4
872456301,23,4
872456310,22,4
872460135,23,2
872460351,25,10
872460513,21,3
872461035,24,7
872461305,23,3
872461350,24,3
872463051,22,3
872463501,23,6
872463510,22,3
872465013,22,5
872465103,21,2
872465130,22,2
872501346,26,17
872501463,22,10
872501634,26,44
872503164,16,1
872503416,20,4
872503641,22,7
872504136,20,1
872504361,24,2
872504613,24,8
872506143,20,1
872506314,24,7
872506431,24,12
872510346,25,3
872510463,21,2
872510634,25,11
872513046,18,2
872513406,19,2
872513460,20,2
872514063,22,4
872514603,23,4
872514630,24,4
872516034,22,3
872516304,23,3
872516340,24,3
872530164,17,1
872530416,21,4
872530641,23,7
872531064,24,4
872531604,25,11
872531640,24,7
872534016,20,1
872534106,19,1
872534160,18,1
872536041,24,4
872536401,23,4
872536410,22,4
872540136,21,1
872540361,25,2
872540613,25,15
872541036,24,3
872541306,25,3
872541360,26,5
872543061,24,7
872543601,23,7
872543610,24,7
872546013,22,4
872546103,21,1
872546130,22,2
872560143,19,1
872560314,25,9
872560431,23,3
872561043,20,3
872561403,21,3
872561430,22,3
872563014,18,3
872563104,17,1
872563140,18,1
872564031,22,2
872564301,23,2
872564310,24,2
872601354,22,7
872601435,22,4
872601543,18,3
872603145,20,5
872603451,20,3
872603514,16,2
872604153,22,3
872604315,20,3
872604531,20,2
872605134,24,5
872605341,24,8
872605413,20,3
872610354,21,3
872610435,21,3
872610543,17,2
872613054,14,2
872613504,15,2
872613540,16,2
872614035,18,3
872614305,19,3
872614350,20,3
872615043,18,3
872615403,19,3
872615430,20,3
872630145,21,5
872630451,21,3
872630514,17,2
872631045,22,1
872631405,23,8
872631450,22,3
872634051,20,2
872634501,19,2
872634510,18,2
872635014,24,5
872635104,23,5
872635140,22,5
872640153,21,3
872640315,21,3
872640531,21,5
872641053,20,5
872641503,19,3
872641530,20,3
872643015,18,3
872643105,19,3
872643150,20,3
872645031,22,4
872645301,23,7
872645310,22,3
872650134,25,8
872650341,25,15
872650413,21,3
872651034,24,7
872651304,23,7
872651340,24,7
872653041,22,7
872653401,21,3
872653410,22,6
872654013,24,3
872654103,23,3
872654130,24,3
873012456,23,1
873012564,19,1
873012645,21,4
873014265,15,2
873014526,21,2
873014652,17,2
873015246,19,5
873015462,21,3
873015624,21,3
873016254,19,5
873016425,23,1
873016542,21,3
873021465,19,2
873021546,19,2
873021654,15,1
873024156,19,1
873024561,21,4
873024615,13,1
873025164,21,1
873025416,17,3
873025641,17,2
873026145,23,3
873026451,21,5
873026514,17,2
873041256,21,2
873041562,25,12
873041625,21,2
873042165,21,1
873042516,25,3
873042651,23,3
873045126,21,6
873045261,17,1
873045612,21,1
873046152,23,1
873046215,23,3
873046521,25,15
873051264,17,1
873051426,23,3
873051642,21,1
873052146,23,2
873052461,25,6
873052614,21,1
873054162,19,1
873054216,21,1
873054621,21,3
873056124,21,2
873056241,21,3
873056412,25,7
873061245,21,2
873061452,21,3
873061524,19,1
873062154,19,1
873062415,23,2
873062541,21,2
873064125,17,1
873064251,19,3
873064512,21,2
873065142,21,1
873065214,23,5
873065421,21,3
873102456,24,5
873102564,20,1
873102645,20,3
873104265,16,2
873104526,20,1
873104652,16,1
873105246,20,7
873105462,20,1
873105624,20,2
873106254,20,7
873106425,24,4
873106542,20,1
873120456,25,5
873120564,21,1
873120645,21,3
873124056,20,1
873124506,21,2
873124560,22,3
873125064,22,3
873125604,21,2
873125640,22,5
873126045,24,3
873126405,25,7
873126450,26,12
873140265,17,2
873140526,21,1
873140652,17,1
873142065,20,1
873142605,19,1
873142650,18,1
873145026,20,2
873145206,19,2
873145260,18,2
873146052,22,1
873146502,21,1
873146520,22,2
873150246,21,7
873150462,21,1
873150624,19,1
873152046,24,3
873152406,23,1
873152460,22,1
873154062,18,1
873154602,17,1
873154620,18,1
873156024,22,9
873156204,21,7
873156240,22,14
873160254,19,2
873160425,23,1
873160542,21,1
873162054,20,1
873162504,21,2
873162540,22,3
873164025,18,3
873164205,17,2
873164250,18,2
873165042,22,2
873165402,21,1
873165420,22,1
873201465,18,2
873201546,18,2
873201654,14,1
873204156,18,1
